date,home_team,away_team,winning_team
2018-10-23,New Orleans Pelicans,Los Angeles Clippers,0
2018-10-23,Denver Nuggets,Sacramento Kings,0
2018-10-24,Atlanta Hawks,Dallas Mavericks,0
2018-10-24,Cleveland Cavaliers,Brooklyn Nets,1
2018-10-24,Miami Heat,New York Knicks,0
2018-10-24,Toronto Raptors,Minnesota Timberwolves,0
2018-10-24,Chicago Bulls,Charlotte Hornets,0
2018-10-24,Houston Rockets,Utah Jazz,1
2018-10-24,San Antonio Spurs,Indiana Pacers,1
2018-10-24,Milwaukee Bucks,Philadelphia 76ers,0
2018-10-24,Phoenix Suns,Los Angeles Lakers,1
2018-10-24,Sacramento Kings,Memphis Grizzlies,0
2018-10-24,Golden State Warriors,Washington Wizards,0
2018-10-25,Detroit Pistons,Cleveland Cavaliers,0
2018-10-25,Orlando Magic,Portland Trail Blazers,1
2018-10-25,Oklahoma City Thunder,Boston Celtics,1
2018-10-25,Los Angeles Lakers,Denver Nuggets,0
2018-10-26,Charlotte Hornets,Chicago Bulls,0
2018-10-26,New York Knicks,Golden State Warriors,1
2018-10-26,Toronto Raptors,Dallas Mavericks,0
2018-10-26,Houston Rockets,Los Angeles Clippers,1
2018-10-26,Minnesota Timberwolves,Milwaukee Bucks,1
2018-10-26,New Orleans Pelicans,Brooklyn Nets,0
2018-10-26,Sacramento Kings,Washington Wizards,0
2018-10-27,Detroit Pistons,Boston Celtics,1
2018-10-27,New Orleans Pelicans,Utah Jazz,1
2018-10-27,Atlanta Hawks,Chicago Bulls,1
2018-10-27,Cleveland Cavaliers,Indiana Pacers,1
2018-10-27,Philadelphia 76ers,Charlotte Hornets,0
2018-10-27,Memphis Grizzlies,Phoenix Suns,0
2018-10-27,Miami Heat,Portland Trail Blazers,0
2018-10-27,Milwaukee Bucks,Orlando Magic,0
2018-10-27,San Antonio Spurs,Los Angeles Lakers,0
2018-10-28,Brooklyn Nets,Golden State Warriors,1
2018-10-28,Dallas Mavericks,Utah Jazz,1
2018-10-28,Oklahoma City Thunder,Phoenix Suns,0
2018-10-28,Los Angeles Clippers,Washington Wizards,0
2018-10-29,Indiana Pacers,Portland Trail Blazers,1
2018-10-29,Philadelphia 76ers,Atlanta Hawks,0
2018-10-29,Miami Heat,Sacramento Kings,1
2018-10-29,New York Knicks,Brooklyn Nets,0
2018-10-29,Chicago Bulls,Golden State Warriors,1
2018-10-29,Milwaukee Bucks,Toronto Raptors,0
2018-10-29,Minnesota Timberwolves,Los Angeles Lakers,0
2018-10-29,San Antonio Spurs,Dallas Mavericks,0
2018-10-29,Denver Nuggets,New Orleans Pelicans,0
2018-10-30,Charlotte Hornets,Miami Heat,0
2018-10-30,Cleveland Cavaliers,Atlanta Hawks,0
2018-10-30,Orlando Magic,Sacramento Kings,1
2018-10-30,Boston Celtics,Detroit Pistons,0
2018-10-30,Toronto Raptors,Philadelphia 76ers,0
2018-10-30,Houston Rockets,Portland Trail Blazers,1
2018-10-30,Memphis Grizzlies,Washington Wizards,0
2018-10-30,Oklahoma City Thunder,Los Angeles Clippers,0
2018-10-31,Brooklyn Nets,Detroit Pistons,0
2018-10-31,Chicago Bulls,Denver Nuggets,1
2018-10-31,Minnesota Timberwolves,Utah Jazz,0
2018-10-31,New York Knicks,Indiana Pacers,1
2018-10-31,Golden State Warriors,New Orleans Pelicans,0
2018-10-31,Los Angeles Lakers,Dallas Mavericks,0
2018-10-31,Phoenix Suns,San Antonio Spurs,1
2018-11-01,Charlotte Hornets,Oklahoma City Thunder,1
2018-11-01,Cleveland Cavaliers,Denver Nuggets,1
2018-11-01,Philadelphia 76ers,Los Angeles Clippers,0
2018-11-01,Atlanta Hawks,Sacramento Kings,1
2018-11-01,Boston Celtics,Milwaukee Bucks,0
2018-11-01,Portland Trail Blazers,New Orleans Pelicans,0
2018-11-02,Orlando Magic,Los Angeles Clippers,1
2018-11-02,Brooklyn Nets,Houston Rockets,1
2018-11-02,Chicago Bulls,Indiana Pacers,1
2018-11-02,Washington Wizards,Oklahoma City Thunder,1
2018-11-02,Dallas Mavericks,New York Knicks,1
2018-11-02,Utah Jazz,Memphis Grizzlies,1
2018-11-02,Phoenix Suns,Toronto Raptors,1
2018-11-02,Golden State Warriors,Minnesota Timberwolves,0
2018-11-03,Philadelphia 76ers,Detroit Pistons,0
2018-11-03,Charlotte Hornets,Cleveland Cavaliers,0
2018-11-03,Indiana Pacers,Boston Celtics,0
2018-11-03,Atlanta Hawks,Miami Heat,0
2018-11-03,Chicago Bulls,Houston Rockets,1
2018-11-03,San Antonio Spurs,New Orleans Pelicans,0
2018-11-03,Denver Nuggets,Utah Jazz,0
2018-11-03,Portland Trail Blazers,Los Angeles Lakers,1
2018-11-04,Milwaukee Bucks,Sacramento Kings,0
2018-11-04,Brooklyn Nets,Philadelphia 76ers,0
2018-11-04,Washington Wizards,New York Knicks,0
2018-11-04,San Antonio Spurs,Orlando Magic,1
2018-11-04,Phoenix Suns,Memphis Grizzlies,0
2018-11-04,Portland Trail Blazers,Minnesota Timberwolves,0
2018-11-04,Los Angeles Lakers,Toronto Raptors,1
2018-11-05,Detroit Pistons,Miami Heat,1
2018-11-05,Indiana Pacers,Houston Rockets,1
2018-11-05,Orlando Magic,Cleveland Cavaliers,0
2018-11-05,New York Knicks,Chicago Bulls,1
2018-11-05,Oklahoma City Thunder,New Orleans Pelicans,0
2018-11-05,Denver Nuggets,Boston Celtics,0
2018-11-05,Utah Jazz,Toronto Raptors,1
2018-11-05,Golden State Warriors,Memphis Grizzlies,0
2018-11-05,Los Angeles Clippers,Minnesota Timberwolves,0
2018-11-06,Charlotte Hornets,Atlanta Hawks,0
2018-11-06,Dallas Mavericks,Washington Wizards,0
2018-11-06,Phoenix Suns,Brooklyn Nets,1
2018-11-06,Portland Trail Blazers,Milwaukee Bucks,0
2018-11-07,Cleveland Cavaliers,Oklahoma City Thunder,1
2018-11-07,Orlando Magic,Detroit Pistons,1
2018-11-07,Atlanta Hawks,New York Knicks,1
2018-11-07,Miami Heat,San Antonio Spurs,0
2018-11-07,Indiana Pacers,Philadelphia 76ers,1
2018-11-07,Memphis Grizzlies,Denver Nuggets,0
2018-11-07,New Orleans Pelicans,Chicago Bulls,0
2018-11-07,Utah Jazz,Dallas Mavericks,0
2018-11-07,Sacramento Kings,Toronto Raptors,1
2018-11-07,Los Angeles Lakers,Minnesota Timberwolves,0
2018-11-08,Oklahoma City Thunder,Houston Rockets,0
2018-11-08,Phoenix Suns,Boston Celtics,1
2018-11-08,Portland Trail Blazers,Los Angeles Clippers,0
2018-11-08,Golden State Warriors,Milwaukee Bucks,1
2018-11-09,Orlando Magic,Washington Wizards,0
2018-11-09,Philadelphia 76ers,Charlotte Hornets,0
2018-11-09,Atlanta Hawks,Detroit Pistons,1
2018-11-09,Miami Heat,Indiana Pacers,1
2018-11-09,Denver Nuggets,Brooklyn Nets,1
2018-11-09,Utah Jazz,Boston Celtics,0
2018-11-09,Sacramento Kings,Minnesota Timberwolves,0
2018-11-10,Toronto Raptors,New York Knicks,0
2018-11-10,Los Angeles Clippers,Milwaukee Bucks,0
2018-11-10,New Orleans Pelicans,Phoenix Suns,0
2018-11-10,Chicago Bulls,Cleveland Cavaliers,0
2018-11-10,Memphis Grizzlies,Philadelphia 76ers,0
2018-11-10,Miami Heat,Washington Wizards,1
2018-11-10,Golden State Warriors,Brooklyn Nets,0
2018-11-10,San Antonio Spurs,Houston Rockets,0
2018-11-10,Dallas Mavericks,Oklahoma City Thunder,0
2018-11-10,Sacramento Kings,Los Angeles Lakers,1
2018-11-11,Detroit Pistons,Charlotte Hornets,1
2018-11-11,Houston Rockets,Indiana Pacers,0
2018-11-11,New York Knicks,Orlando Magic,1
2018-11-11,Denver Nuggets,Milwaukee Bucks,1
2018-11-11,Portland Trail Blazers,Boston Celtics,0
2018-11-11,Los Angeles Lakers,Atlanta Hawks,0
2018-11-12,Washington Wizards,Orlando Magic,0
2018-11-12,Miami Heat,Philadelphia 76ers,1
2018-11-12,Toronto Raptors,New Orleans Pelicans,1
2018-11-12,Chicago Bulls,Dallas Mavericks,1
2018-11-12,Memphis Grizzlies,Utah Jazz,1
2018-11-12,Minnesota Timberwolves,Brooklyn Nets,0
2018-11-12,Oklahoma City Thunder,Phoenix Suns,0
2018-11-12,Sacramento Kings,San Antonio Spurs,0
2018-11-12,Los Angeles Clippers,Golden State Warriors,0
2018-11-13,Cleveland Cavaliers,Charlotte Hornets,0
2018-11-13,Denver Nuggets,Houston Rockets,1
2018-11-13,Golden State Warriors,Atlanta Hawks,0
2018-11-14,Orlando Magic,Philadelphia 76ers,0
2018-11-14,Washington Wizards,Cleveland Cavaliers,0
2018-11-14,Boston Celtics,Chicago Bulls,0
2018-11-14,Brooklyn Nets,Miami Heat,1
2018-11-14,Toronto Raptors,Detroit Pistons,1
2018-11-14,Milwaukee Bucks,Memphis Grizzlies,1
2018-11-14,Minnesota Timberwolves,New Orleans Pelicans,0
2018-11-14,Oklahoma City Thunder,New York Knicks,0
2018-11-14,Dallas Mavericks,Utah Jazz,0
2018-11-14,Phoenix Suns,San Antonio Spurs,0
2018-11-14,Los Angeles Lakers,Portland Trail Blazers,0
2018-11-15,Houston Rockets,Golden State Warriors,0
2018-11-15,Denver Nuggets,Atlanta Hawks,0
2018-11-15,Los Angeles Clippers,San Antonio Spurs,0
2018-11-16,Boston Celtics,Toronto Raptors,0
2018-11-16,Indiana Pacers,Miami Heat,0
2018-11-16,Philadelphia 76ers,Utah Jazz,0
2018-11-16,Washington Wizards,Brooklyn Nets,1
2018-11-16,Memphis Grizzlies,Sacramento Kings,0
2018-11-16,Minnesota Timberwolves,Portland Trail Blazers,0
2018-11-16,New Orleans Pelicans,New York Knicks,0
2018-11-16,Milwaukee Bucks,Chicago Bulls,0
2018-11-17,Brooklyn Nets,Los Angeles Clippers,1
2018-11-17,Charlotte Hornets,Philadelphia 76ers,1
2018-11-17,Indiana Pacers,Atlanta Hawks,0
2018-11-17,New Orleans Pelicans,Denver Nuggets,0
2018-11-17,Orlando Magic,Los Angeles Lakers,0
2018-11-17,Boston Celtics,Utah Jazz,1
2018-11-17,Chicago Bulls,Toronto Raptors,1
2018-11-17,Houston Rockets,Sacramento Kings,0
2018-11-17,Dallas Mavericks,Golden State Warriors,0
2018-11-17,Phoenix Suns,Oklahoma City Thunder,1
2018-11-18,Minnesota Timberwolves,Memphis Grizzlies,1
2018-11-18,Miami Heat,Los Angeles Lakers,1
2018-11-18,Orlando Magic,New York Knicks,0
2018-11-18,Washington Wizards,Portland Trail Blazers,1
2018-11-18,San Antonio Spurs,Golden State Warriors,0
2018-11-19,Charlotte Hornets,Boston Celtics,0
2018-11-19,Detroit Pistons,Cleveland Cavaliers,0
2018-11-19,Indiana Pacers,Utah Jazz,0
2018-11-19,Philadelphia 76ers,Phoenix Suns,0
2018-11-19,Atlanta Hawks,Los Angeles Clippers,1
2018-11-19,Memphis Grizzlies,Dallas Mavericks,0
2018-11-19,Milwaukee Bucks,Denver Nuggets,0
2018-11-19,New Orleans Pelicans,San Antonio Spurs,0
2018-11-19,Sacramento Kings,Oklahoma City Thunder,0
2018-11-20,Orlando Magic,Toronto Raptors,1
2018-11-20,Washington Wizards,Los Angeles Clippers,0
2018-11-20,Miami Heat,Brooklyn Nets,1
2018-11-20,New York Knicks,Portland Trail Blazers,1
2018-11-21,Charlotte Hornets,Indiana Pacers,0
2018-11-21,Philadelphia 76ers,New Orleans Pelicans,0
2018-11-21,Atlanta Hawks,Toronto Raptors,1
2018-11-21,Boston Celtics,New York Knicks,1
2018-11-21,Chicago Bulls,Phoenix Suns,0
2018-11-21,Cleveland Cavaliers,Los Angeles Lakers,1
2018-11-21,Houston Rockets,Detroit Pistons,0
2018-11-21,Milwaukee Bucks,Portland Trail Blazers,0
2018-11-21,Minnesota Timberwolves,Denver Nuggets,1
2018-11-21,Dallas Mavericks,Brooklyn Nets,0
2018-11-21,San Antonio Spurs,Memphis Grizzlies,1
2018-11-21,Utah Jazz,Sacramento Kings,1
2018-11-21,Golden State Warriors,Oklahoma City Thunder,1
2018-11-23,Brooklyn Nets,Minnesota Timberwolves,1
2018-11-23,Los Angeles Clippers,Memphis Grizzlies,0
2018-11-23,Detroit Pistons,Houston Rockets,0
2018-11-23,Atlanta Hawks,Boston Celtics,1
2018-11-23,New York Knicks,New Orleans Pelicans,0
2018-11-23,Philadelphia 76ers,Cleveland Cavaliers,1
2018-11-23,Toronto Raptors,Washington Wizards,0
2018-11-23,Chicago Bulls,Miami Heat,1
2018-11-23,Indiana Pacers,San Antonio Spurs,1
2018-11-23,Oklahoma City Thunder,Charlotte Hornets,0
2018-11-23,Milwaukee Bucks,Phoenix Suns,1
2018-11-23,Denver Nuggets,Orlando Magic,0
2018-11-23,Golden State Warriors,Portland Trail Blazers,0
2018-11-23,Los Angeles Lakers,Utah Jazz,0
2018-11-24,Cleveland Cavaliers,Houston Rockets,0
2018-11-24,Minnesota Timberwolves,Chicago Bulls,0
2018-11-24,Oklahoma City Thunder,Denver Nuggets,1
2018-11-24,Washington Wizards,New Orleans Pelicans,0
2018-11-24,Dallas Mavericks,Boston Celtics,0
2018-11-24,Golden State Warriors,Sacramento Kings,0
2018-11-24,Milwaukee Bucks,San Antonio Spurs,0
2018-11-25,Los Angeles Lakers,Orlando Magic,1
2018-11-25,Detroit Pistons,Phoenix Suns,0
2018-11-25,Atlanta Hawks,Charlotte Hornets,0
2018-11-25,Brooklyn Nets,Philadelphia 76ers,1
2018-11-25,Memphis Grizzlies,New York Knicks,1
2018-11-25,Toronto Raptors,Miami Heat,0
2018-11-25,Sacramento Kings,Utah Jazz,1
2018-11-25,Portland Trail Blazers,Los Angeles Clippers,1
2018-11-26,Charlotte Hornets,Milwaukee Bucks,0
2018-11-26,Cleveland Cavaliers,Minnesota Timberwolves,1
2018-11-26,Washington Wizards,Houston Rockets,0
2018-11-26,Chicago Bulls,San Antonio Spurs,1
2018-11-26,New Orleans Pelicans,Boston Celtics,1
2018-11-26,Utah Jazz,Indiana Pacers,1
2018-11-26,Golden State Warriors,Orlando Magic,0
2018-11-27,Detroit Pistons,New York Knicks,0
2018-11-27,Miami Heat,Atlanta Hawks,1
2018-11-27,Memphis Grizzlies,Toronto Raptors,1
2018-11-27,Denver Nuggets,Los Angeles Lakers,0
2018-11-27,Phoenix Suns,Indiana Pacers,1
2018-11-28,Charlotte Hornets,Atlanta Hawks,0
2018-11-28,Philadelphia 76ers,New York Knicks,0
2018-11-28,Brooklyn Nets,Utah Jazz,1
2018-11-28,Houston Rockets,Dallas Mavericks,1
2018-11-28,Milwaukee Bucks,Chicago Bulls,0
2018-11-28,Minnesota Timberwolves,San Antonio Spurs,0
2018-11-28,New Orleans Pelicans,Washington Wizards,0
2018-11-28,Oklahoma City Thunder,Cleveland Cavaliers,0
2018-11-28,Portland Trail Blazers,Orlando Magic,0
2018-11-28,Los Angeles Clippers,Phoenix Suns,0
2018-11-29,Toronto Raptors,Golden State Warriors,0
2018-11-29,Los Angeles Lakers,Indiana Pacers,0
2018-11-29,Sacramento Kings,Los Angeles Clippers,1
2018-11-30,Boston Celtics,Cleveland Cavaliers,0
2018-11-30,Charlotte Hornets,Utah Jazz,1
2018-11-30,Detroit Pistons,Chicago Bulls,0
2018-11-30,Philadelphia 76ers,Washington Wizards,0
2018-11-30,Brooklyn Nets,Memphis Grizzlies,1
2018-11-30,Miami Heat,New Orleans Pelicans,0
2018-11-30,Oklahoma City Thunder,Atlanta Hawks,0
2018-11-30,San Antonio Spurs,Houston Rockets,1
2018-11-30,Phoenix Suns,Orlando Magic,1
2018-11-30,Los Angeles Lakers,Dallas Mavericks,0
2018-11-30,Portland Trail Blazers,Denver Nuggets,1
2018-12-01,New York Knicks,Milwaukee Bucks,0
2018-12-01,Detroit Pistons,Golden State Warriors,0
2018-12-01,Washington Wizards,Brooklyn Nets,0
2018-12-01,Cleveland Cavaliers,Toronto Raptors,1
2018-12-01,Houston Rockets,Chicago Bulls,0
2018-12-01,Minnesota Timberwolves,Boston Celtics,1
2018-12-01,Sacramento Kings,Indiana Pacers,0
2018-12-02,Los Angeles Lakers,Phoenix Suns,0
2018-12-02,Charlotte Hornets,New Orleans Pelicans,1
2018-12-02,Miami Heat,Utah Jazz,0
2018-12-02,Philadelphia 76ers,Memphis Grizzlies,0
2018-12-02,Dallas Mavericks,Los Angeles Clippers,0
2018-12-02,San Antonio Spurs,Portland Trail Blazers,0
2018-12-03,Detroit Pistons,Oklahoma City Thunder,1
2018-12-03,Atlanta Hawks,Golden State Warriors,1
2018-12-03,Brooklyn Nets,Cleveland Cavaliers,1
2018-12-03,New York Knicks,Washington Wizards,1
2018-12-03,Toronto Raptors,Denver Nuggets,1
2018-12-03,Minnesota Timberwolves,Houston Rockets,0
2018-12-03,New Orleans Pelicans,Los Angeles Clippers,1
2018-12-04,Indiana Pacers,Chicago Bulls,0
2018-12-04,Miami Heat,Orlando Magic,1
2018-12-04,Dallas Mavericks,Portland Trail Blazers,0
2018-12-04,Phoenix Suns,Sacramento Kings,1
2018-12-04,Utah Jazz,San Antonio Spurs,0
2018-12-05,Cleveland Cavaliers,Golden State Warriors,1
2018-12-05,Orlando Magic,Denver Nuggets,1
2018-12-05,Atlanta Hawks,Washington Wizards,1
2018-12-05,Brooklyn Nets,Oklahoma City Thunder,1
2018-12-05,Memphis Grizzlies,Los Angeles Clippers,0
2018-12-05,Milwaukee Bucks,Detroit Pistons,0
2018-12-05,Minnesota Timberwolves,Charlotte Hornets,0
2018-12-05,New Orleans Pelicans,Dallas Mavericks,0
2018-12-05,Toronto Raptors,Philadelphia 76ers,0
2018-12-05,Los Angeles Lakers,San Antonio Spurs,0
2018-12-06,Boston Celtics,New York Knicks,0
2018-12-06,Portland Trail Blazers,Phoenix Suns,0
2018-12-06,Utah Jazz,Houston Rockets,0
2018-12-07,Charlotte Hornets,Denver Nuggets,0
2018-12-07,Detroit Pistons,Philadelphia 76ers,1
2018-12-07,Orlando Magic,Indiana Pacers,1
2018-12-07,Brooklyn Nets,Toronto Raptors,0
2018-12-07,Cleveland Cavaliers,Sacramento Kings,1
2018-12-07,Chicago Bulls,Oklahoma City Thunder,0
2018-12-07,New Orleans Pelicans,Memphis Grizzlies,1
2018-12-07,San Antonio Spurs,Los Angeles Lakers,0
2018-12-07,Phoenix Suns,Miami Heat,1
2018-12-07,Milwaukee Bucks,Golden State Warriors,1
2018-12-08,Dallas Mavericks,Houston Rockets,0
2018-12-08,Indiana Pacers,Sacramento Kings,0
2018-12-08,Atlanta Hawks,Denver Nuggets,0
2018-12-08,Cleveland Cavaliers,Washington Wizards,0
2018-12-08,New York Knicks,Brooklyn Nets,1
2018-12-08,Chicago Bulls,Boston Celtics,1
2018-12-08,Memphis Grizzlies,Los Angeles Lakers,1
2018-12-08,Portland Trail Blazers,Minnesota Timberwolves,0
2018-12-08,Los Angeles Clippers,Miami Heat,1
2018-12-09,Detroit Pistons,New Orleans Pelicans,1
2018-12-09,Toronto Raptors,Milwaukee Bucks,1
2018-12-09,San Antonio Spurs,Utah Jazz,0
2018-12-09,New York Knicks,Charlotte Hornets,1
2018-12-10,Indiana Pacers,Washington Wizards,0
2018-12-10,Philadelphia 76ers,Detroit Pistons,0
2018-12-10,Boston Celtics,New Orleans Pelicans,0
2018-12-10,Chicago Bulls,Sacramento Kings,1
2018-12-10,Milwaukee Bucks,Cleveland Cavaliers,0
2018-12-10,Oklahoma City Thunder,Utah Jazz,0
2018-12-10,Dallas Mavericks,Orlando Magic,0
2018-12-10,Denver Nuggets,Memphis Grizzlies,0
2018-12-10,Phoenix Suns,Los Angeles Clippers,1
2018-12-10,Golden State Warriors,Minnesota Timberwolves,0
2018-12-10,Los Angeles Lakers,Miami Heat,0
2018-12-11,Houston Rockets,Portland Trail Blazers,0
2018-12-11,San Antonio Spurs,Phoenix Suns,0
2018-12-11,Los Angeles Clippers,Toronto Raptors,1
2018-12-12,Charlotte Hornets,Detroit Pistons,0
2018-12-12,Cleveland Cavaliers,New York Knicks,0
2018-12-12,Indiana Pacers,Milwaukee Bucks,0
2018-12-12,Philadelphia 76ers,Brooklyn Nets,1
2018-12-12,Washington Wizards,Boston Celtics,1
2018-12-12,Memphis Grizzlies,Portland Trail Blazers,0
2018-12-12,New Orleans Pelicans,Oklahoma City Thunder,0
2018-12-12,Dallas Mavericks,Atlanta Hawks,0
2018-12-12,Utah Jazz,Miami Heat,0
2018-12-12,Sacramento Kings,Minnesota Timberwolves,0
2018-12-12,Golden State Warriors,Toronto Raptors,1
2018-12-13,Houston Rockets,Los Angeles Lakers,0
2018-12-13,San Antonio Spurs,Los Angeles Clippers,0
2018-12-13,Orlando Magic,Chicago Bulls,0
2018-12-13,Phoenix Suns,Dallas Mavericks,0
2018-12-14,Boston Celtics,Atlanta Hawks,0
2018-12-14,Charlotte Hornets,New York Knicks,1
2018-12-14,Brooklyn Nets,Washington Wizards,0
2018-12-14,Cleveland Cavaliers,Milwaukee Bucks,1
2018-12-14,Philadelphia 76ers,Indiana Pacers,1
2018-12-14,Memphis Grizzlies,Miami Heat,1
2018-12-14,Denver Nuggets,Oklahoma City Thunder,0
2018-12-14,Portland Trail Blazers,Toronto Raptors,0
2018-12-14,Sacramento Kings,Golden State Warriors,1
2018-12-15,Orlando Magic,Utah Jazz,0
2018-12-15,Charlotte Hornets,Los Angeles Lakers,1
2018-12-15,Detroit Pistons,Boston Celtics,0
2018-12-15,Memphis Grizzlies,Houston Rockets,1
2018-12-15,San Antonio Spurs,Chicago Bulls,1
2018-12-15,Oklahoma City Thunder,Los Angeles Clippers,0
2018-12-15,Phoenix Suns,Minnesota Timberwolves,0
2018-12-16,Brooklyn Nets,Atlanta Hawks,0
2018-12-16,Cleveland Cavaliers,Philadelphia 76ers,1
2018-12-16,Indiana Pacers,New York Knicks,0
2018-12-16,Washington Wizards,Los Angeles Lakers,0
2018-12-16,Dallas Mavericks,Sacramento Kings,1
2018-12-16,New Orleans Pelicans,Miami Heat,1
2018-12-16,Denver Nuggets,Toronto Raptors,0
2018-12-17,Detroit Pistons,Milwaukee Bucks,1
2018-12-17,New York Knicks,Phoenix Suns,1
2018-12-17,Houston Rockets,Utah Jazz,0
2018-12-17,Minnesota Timberwolves,Sacramento Kings,0
2018-12-17,Oklahoma City Thunder,Chicago Bulls,0
2018-12-17,San Antonio Spurs,Philadelphia 76ers,0
2018-12-17,Golden State Warriors,Memphis Grizzlies,0
2018-12-17,Los Angeles Clippers,Portland Trail Blazers,1
2018-12-18,Indiana Pacers,Cleveland Cavaliers,1
2018-12-18,Atlanta Hawks,Washington Wizards,0
2018-12-18,Brooklyn Nets,Los Angeles Lakers,0
2018-12-18,Denver Nuggets,Dallas Mavericks,0
2018-12-19,Charlotte Hornets,Cleveland Cavaliers,0
2018-12-19,Orlando Magic,San Antonio Spurs,1
2018-12-19,Philadelphia 76ers,New York Knicks,0
2018-12-19,Boston Celtics,Phoenix Suns,1
2018-12-19,Toronto Raptors,Indiana Pacers,0
2018-12-19,Chicago Bulls,Brooklyn Nets,1
2018-12-19,Houston Rockets,Washington Wizards,0
2018-12-19,Milwaukee Bucks,New Orleans Pelicans,0
2018-12-19,Minnesota Timberwolves,Detroit Pistons,1
2018-12-19,Utah Jazz,Golden State Warriors,0
2018-12-19,Portland Trail Blazers,Memphis Grizzlies,0
2018-12-19,Sacramento Kings,Oklahoma City Thunder,1
2018-12-20,Miami Heat,Houston Rockets,0
2018-12-20,Los Angeles Clippers,Dallas Mavericks,0
2018-12-21,Charlotte Hornets,Detroit Pistons,0
2018-12-21,Toronto Raptors,Cleveland Cavaliers,0
2018-12-21,Brooklyn Nets,Indiana Pacers,1
2018-12-21,New York Knicks,Atlanta Hawks,1
2018-12-21,Boston Celtics,Milwaukee Bucks,1
2018-12-21,Chicago Bulls,Orlando Magic,0
2018-12-21,San Antonio Spurs,Minnesota Timberwolves,0
2018-12-21,Portland Trail Blazers,Utah Jazz,1
2018-12-21,Sacramento Kings,Memphis Grizzlies,0
2018-12-21,Los Angeles Lakers,New Orleans Pelicans,0
2018-12-22,Los Angeles Clippers,Denver Nuggets,0
2018-12-22,Washington Wizards,Phoenix Suns,0
2018-12-22,Philadelphia 76ers,Toronto Raptors,0
2018-12-22,Houston Rockets,San Antonio Spurs,0
2018-12-22,Miami Heat,Milwaukee Bucks,0
2018-12-22,Golden State Warriors,Dallas Mavericks,0
2018-12-22,Utah Jazz,Oklahoma City Thunder,1
2018-12-23,Detroit Pistons,Atlanta Hawks,1
2018-12-23,Indiana Pacers,Washington Wizards,0
2018-12-23,Boston Celtics,Charlotte Hornets,0
2018-12-23,Brooklyn Nets,Phoenix Suns,0
2018-12-23,Cleveland Cavaliers,Chicago Bulls,1
2018-12-23,Orlando Magic,Miami Heat,1
